
<223>,223,מיטב גמל אשראי ואג"ח,תגמולים ואישית לפיצויים,מיטב גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,1187.67,0.52,5.21,8.76,18.95,0.74,0.9,475197.98,0.4001,350276.14,0.2949,30063.25,0.0253,0,0,0,0,71008.16,0.0598,61976.38,0.0522,48627.37,0.0409,150521.7,0.1267,945958.55,0.7965,241712.42,0.2035,878935.69,0.74,308735.28,0.26,0,0,242319.1,0.204,149376.98,0.1258,26/10/1994,maslulend
<239>,239,דיסקונט לפיצויים,מרכזית לפיצויים,כלל פנסיה וגמל בע"מ,כללי,כללי,520.61,0.87,8.66,7.51,30.01,1.82,2.21,95213.68,0.1829,120307.13,0.2311,3014.56,0.0058,159658.21,0.3067,928.07,0.0018,23496.79,0.0451,74010.86,0.1422,31884.06,0.0612,12100.85,0.0232,472859.26,0.9083,47754.94,0.0917,351440.09,0.675,169174.11,0.325,237556.87,0.4563,199128.67,0.3825,128535.08,0.2469,01/01/1970,maslulend
<241>,241,כלל פיצויים למעסיק,מרכזית לפיצויים,כלל פנסיה וגמל בע"מ,כללי,כללי,849.11,0.75,9.03,9.79,30.23,1.78,2.15,156601.42,0.1844,199188.59,0.2346,2981.99,0.0035,258178.17,0.3041,1976.27,0.0023,38067.83,0.0448,107952.67,0.1271,63487.03,0.0748,20674.17,0.0243,772509.98,0.9098,76598.16,0.0902,571866.81,0.6735,277241.33,0.3265,388513.1,0.4576,333257.88,0.3925,210737.4,0.2482,01/01/1970,maslulend
<242>,242,הפניקס מרכזית לפיצויים,מרכזית לפיצויים,הפניקס פנסיה וגמל בע"מ ,כללי,כללי,915.41,0.57,9.07,9.15,30.86,1.93,2.36,139775.07,0.1527,242091.87,0.2645,14315.48,0.0156,242309.84,0.2647,-2744.49,-0.003,50992.39,0.0557,167764.49,0.1833,23380.96,0.0255,37521.62,0.041,806152.59,0.8806,109254.63,0.1194,628755.47,0.6869,286651.75,0.3131,391540.89,0.4277,393876.65,0.4303,225875.22,0.2467,01/01/1970,maslulend
<260>,260,מנורה מבטחים אמיר כללי,תגמולים ואישית לפיצויים,מנורה מבטחים פנסיה וגמל בע"מ,כללי,כללי,456.82,0.51,8.2,11.02,31.24,1.8,2.33,28520.67,0.0624,51813.92,0.1134,2319.84,0.0051,171469.26,0.3754,2401.6,0.0053,40255.68,0.0881,25266.14,0.0553,18068.9,0.0396,116699.61,0.2555,288265.2,0.631,168550.41,0.369,191822.1,0.4199,264993.51,0.5801,217541.16,0.4762,266750.48,0.5839,109075.19,0.2388,04/01/1977,maslulend
<263>,263,בר,תגמולים ואישית לפיצויים,כלל פנסיה וגמל בע"מ,כללי,כללי,4343.88,0.25,8.36,9.67,33.74,1.86,2.23,600972.58,0.1383,802952.04,0.1848,38245.61,0.0088,1397165.42,0.3216,6606.57,0.0015,365603.71,0.0842,160487.6,0.0369,232560.07,0.0535,739290.98,0.1702,3074855.19,0.7079,1269029.4,0.2921,2473309.36,0.5694,1870575.23,0.4306,2116956.54,0.4873,2269728.95,0.5225,1077501.97,0.2481,01/01/1974,maslulend
<384>,384,הפניקס מרכזית לפיצויים עד 15% מניות,מרכזית לפיצויים,הפניקס פנסיה וגמל בע"מ ,כללי,כללי,144.5,0.58,5.28,4.22,15.85,1.26,1.5,50754,0.3512,44537.89,0.3082,2441.15,0.0169,11285.58,0.0781,-111.38,-0.0008,12626.64,0.0874,13186.8,0.0913,3011.19,0.0208,6764.07,0.0468,122416.61,0.8472,22079.34,0.1528,111169.41,0.7694,33326.54,0.2306,17538.49,0.1214,33790.46,0.2338,27282.42,0.1888,09/01/1979,maslulend
<385>,385,הפניקס גמל אשראי ואג"ח,תגמולים ואישית לפיצויים,הפניקס פנסיה וגמל בע"מ ,מתמחים בניהול אקטיבי,אשראי ואג"ח,1012.22,0.6,3.94,3.11,11.01,1.02,1.18,345732.94,0.3416,468308.63,0.4627,26451.05,0.0261,109.48,0.0001,0,0,89730.13,0.0886,33953.57,0.0335,11539.16,0.0114,36391.31,0.036,859810.99,0.8494,152405.27,0.1506,856136.44,0.8458,156079.81,0.1542,709.68,0.0007,133806.74,0.1322,103536.64,0.1023,09/01/1979,maslulend
<401>,401,הפניקס גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,הפניקס פנסיה וגמל בע"מ ,מדרגות,60 ומעלה,8030.28,0.62,7.03,8.29,25.95,1.36,1.75,1783501.49,0.2221,1825532.27,0.2273,114440.82,0.0143,1275779.42,0.1589,-11554.38,-0.0014,753194.11,0.0938,883848.67,0.1101,96139.63,0.012,1309396.87,0.1631,5655160.58,0.7042,2375118.31,0.2958,5522854.84,0.6878,2507424.05,0.3122,1946053.77,0.2423,3048629.44,0.3796,1584790,0.1974,06/01/1980,maslulend
<416>,416,הראל השתלמות אשראי ואג"ח עם מניות (עד 25% מניות) ,קרנות השתלמות,הראל פנסיה וגמל בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,3356.95,0.55,4.87,7.05,20.39,0.99,1.31,848575.37,0.2528,811677.23,0.2418,25640.96,0.0076,244486.58,0.0728,10283.51,0.0031,611216.3,0.1821,192034.65,0.0572,79211.47,0.0236,533825.12,0.159,2076632.57,0.6186,1280318.61,0.3814,2383218.53,0.7099,973732.65,0.2901,347745.25,0.1036,1087651.01,0.324,641574.56,0.1911,04/01/1978,maslulend
<456>,456,כלל השתלמות כללי,קרנות השתלמות,כלל פנסיה וגמל בע"מ,כללי,כללי,19352.81,0.55,8.98,10.84,35.16,1.8,2.17,2914191.01,0.1506,3448159.29,0.1782,179210.64,0.0093,6106147.59,0.3155,32307.65,0.0017,2096887.53,0.1084,706070.48,0.0365,1075850.58,0.0556,2793985.8,0.1444,13800292,0.7131,5552518.56,0.2869,11392978.95,0.5887,7959831.61,0.4113,9444337.54,0.488,9833110.04,0.5081,4841663.73,0.2502,21/01/1991,maslulend
<481>,481,מיטב השתלמות עוקב מדדים גמיש,קרנות השתלמות,מיטב גמל ופנסיה בע"מ,עוקבי מדדים,עוקב מדדים - גמיש,1769.74,0.47,11.31,18.33,38.94,2.33,2.46,407528.2,0.2303,489018.74,0.2763,0,0,780741.67,0.4412,0,0,0,0,78916.07,0.0446,0,0,13538.6,0.0077,1756204.68,0.9923,13538.6,0.0077,763782.63,0.4316,1005960.64,0.5684,780741.67,0.4412,1766122.96,0.998,1705404.33,0.9636,16/12/2015,maslulend
<551>,551,מיטב גמל לבני 60 ומעלה,תגמולים ואישית לפיצויים,מיטב גמל ופנסיה בע"מ,מדרגות,60 ומעלה,12034.69,0.51,7.7,10.57,29.12,1.34,1.59,3470581.54,0.2884,2426286.17,0.2016,253993.96,0.0211,2285810.64,0.1899,0,0,888156.73,0.0738,529270.38,0.044,451161.81,0.0375,1729431.66,0.1437,9147828.2,0.7601,2886864.69,0.2399,7749608.42,0.6439,4285084.48,0.3561,3038613.67,0.2525,4413493.48,0.3667,2127784.51,0.1768,01/01/1994,maslulend
<558>,558,אלטשולר שחם השתלמות אשראי ואג"ח עם מניות (עד 25% מניות),קרנות השתלמות,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,5334.25,0.72,5.68,5.83,19.67,0.98,1.33,2278944.1,0.4272,338436.6,0.0634,152554.77,0.0286,396420.66,0.0743,5577.82,0.001,754925.68,0.1415,320849.2,0.0601,54258.4,0.0102,1032284.25,0.1935,3318409.72,0.6221,2015841.76,0.3779,3862371.52,0.7241,1471879.95,0.2759,1043874.73,0.1957,1370174.14,0.2569,789671.65,0.148,01/01/1997,maslulend
<579>,579,מגדל השתלמות כללי,קרנות השתלמות,מגדל מקפת קרנות פנסיה וקופות גמל בע"מ,כללי,כללי,17055.47,0.57,8.82,12.74,35.78,1.71,2.03,1711197.66,0.1003,2106419.77,0.1235,151186.38,0.0089,5298610.35,0.3107,92.58,0,2056505.76,0.1206,2264789.15,0.1328,125448.39,0.0074,3341217.17,0.1959,11057697.19,0.6483,5997770.02,0.3517,9096266.2,0.5333,7959201.01,0.4667,7716311.53,0.4524,9395726,0.5509,4302929.28,0.2523,01/01/1997,maslulend
<588>,588,אלטשולר שחם פיצויים אשראי ואג"ח (עד 25% מניות),מרכזית לפיצויים,אלטשולר שחם גמל ופנסיה בע"מ,אג"ח,משולב מניות,119.82,0.66,5.35,4.48,17.98,0.97,1.34,79598.56,0.6643,9805.1,0.0818,3021.52,0.0252,5392.08,0.045,103.35,0.0009,445.05,0.0037,8640.18,0.0721,725.78,0.0061,12085.1,0.1009,103126.58,0.8607,16690.14,0.1393,101510.28,0.8472,18306.44,0.1528,13942.54,0.1164,23966.47,0.2,13237.14,0.1105,01/01/1997,maslulend
<715>,715,הפניקס השתלמות כספי (שקלי),קרנות השתלמות,הפניקס פנסיה וגמל בע"מ ,מתמחים בניהול אקטיבי,כספי (שקלי),310.92,0.6,4.33,7.27,7.78,0.2,0.18,222772.04,0.7165,54785.34,0.1762,0,0,0,0,0,0,6804.23,0.0219,3606.34,0.0116,0,0,22953.99,0.0738,281163.72,0.9043,29758.22,0.0957,310921.93,1,0,0,0,0,331.27,0.0011,0,0,05/09/2001,maslulend
<716>,716,הפניקס השתלמות אשראי ואג"ח,קרנות השתלמות,הפניקס פנסיה וגמל בע"מ ,מתמחים בניהול אקטיבי,אשראי ואג"ח,718.79,0.66,4.14,3.11,11.81,1.01,1.16,242058.28,0.3368,326209.65,0.4538,19050.21,0.0265,-417.45,-0.0006,0,0,68851.41,0.0958,26387.73,0.0367,11049.53,0.0154,25601.7,0.0356,605944.25,0.843,112846.8,0.157,600025.3,0.8348,118765.75,0.1652,481.71,0.0007,102603.66,0.1427,76666.54,0.1067,05/09/2001,maslulend
<739>,739,הראל קמ"פ מסלול מניות ,מרכזית לפיצויים,הראל פנסיה וגמל בע"מ,מניות,מניות ,32.48,0.53,13.85,15.85,68.45,3.63,4.18,5283.66,0.1627,25.09,0.0008,0,0,21174.76,0.652,0.27,0,0,0,4245.8,0.1307,1044.62,0.0322,701.88,0.0216,31908.41,0.9825,567.66,0.0175,17621.13,0.5426,14854.94,0.4574,31874.28,0.9814,26116.92,0.8041,10561.44,0.3252,26/11/2001,maslulend
<741>,741,הראל קמ"פ מסלול אג"ח צמוד מדד,מרכזית לפיצויים,הראל פנסיה וגמל בע"מ,אג"ח,אג"ח צמוד מדד,49.87,0.65,3.33,2.1,8.3,1.05,1.24,31923.95,0.6402,12409.17,0.2488,203.58,0.0041,26.54,0.0005,31.72,0.0006,2231.46,0.0447,2912.01,0.0584,0,0,127.7,0.0026,47373.99,0.95,2492.13,0.05,49342.21,0.9895,523.92,0.0105,0,0,441.67,0.0089,667.93,0.0134,26/11/2001,maslulend
<742>,742,הראל קמ"פ מסלול שקלי,מרכזית לפיצויים,הראל פנסיה וגמל בע"מ,שיקלי,שקלי,47.37,0.55,1.86,-1.96,1.21,1.02,0.91,30559.75,0.6452,8062.21,0.1702,87.86,0.0019,0,0,540.62,0.0114,5405.74,0.1141,2564.14,0.0541,0,0,145.34,0.0031,41348.43,0.873,6017.23,0.127,47279.9,0.9982,85.76,0.0018,0,0,1151.46,0.0243,85.76,0.0018,26/11/2001,maslulend
<743>,743,הראל קמ"פ אג"ח עד 15% מניות,מרכזית לפיצויים,הראל פנסיה וגמל בע"מ,אג"ח,אג"ח,126.7,0.58,5.33,5.45,16.38,1.11,1.31,43720.53,0.3451,36647.44,0.2892,1163.26,0.0092,11568.64,0.0913,488.27,0.0039,21578.81,0.1703,7353.07,0.058,3869.78,0.0305,308.38,0.0024,103363.01,0.8158,23335.15,0.1842,103655.23,0.8181,23042.93,0.1819,17034,0.1344,29294.26,0.2312,12571.43,0.0992,26/11/2001,maslulend
<745>,745,מגדל-מרכזית לפיצויים,מרכזית לפיצויים,מגדל מקפת קרנות פנסיה וקופות גמל בע"מ,כללי,כללי,113.57,0.84,8.91,8.51,28.68,1.97,2.22,19667.27,0.1732,37271.88,0.3282,10.75,0.0001,31890.77,0.2808,0,0,293.01,0.0026,22773.41,0.2005,1053.8,0.0093,611.76,0.0054,112800.93,0.9932,771.72,0.0068,82618.81,0.7275,30953.84,0.2725,50462.76,0.4443,41386.24,0.3644,26952.21,0.2373,26/11/2001,maslulend
<761>,761,הראל גמל מסלול מניות,תגמולים ואישית לפיצויים,הראל פנסיה וגמל בע"מ,מתמחים בניהול אקטיבי,מניות,886.86,0.51,14.22,15.67,58.86,3.56,4.28,86421.89,0.0974,8.1,0,0,0,569284.29,0.6419,0.03,0,0,0,112052.93,0.1263,29637.62,0.0334,89450.29,0.1009,798169.96,0.9,88685.18,0.1,432192.68,0.4873,454662.47,0.5127,866696.85,0.9773,764283.32,0.8618,291791.02,0.329,12/01/2001,maslulend
<763>,763,הראל השתלמות מסלול מניות,קרנות השתלמות,הראל פנסיה וגמל בע"מ,מתמחים בניהול אקטיבי,מניות,1626.78,0.55,14.38,16.31,57.93,3.56,4.31,165932.93,0.102,6.98,0,0,0,1050067.25,0.6455,0.03,0,54943.15,0.0338,154714.5,0.0951,53850.89,0.0331,147259.55,0.0905,1426841.72,0.8771,199933.55,0.1229,816463.9,0.5019,810311.37,0.4981,1588200.09,0.9763,1373479.07,0.8443,538728.06,0.3312,12/01/2001,maslulend
<767>,767,מיטב גמל הלכה,תגמולים ואישית לפיצויים,מיטב גמל ופנסיה בע"מ,הלכתי,הלכה יהודית,212.55,0.54,8.34,8.7,26.29,2,2.17,187707.19,0.8831,0,0,0,0,0,0,0,0,0,0,22625.35,0.1064,0,0,2222.17,0.0105,210897.46,0.9922,1657.25,0.0078,179434.94,0.8442,33119.76,0.1558,95791.62,0.4507,85265.12,0.4012,39869.4,0.1876,25/12/2001,maslulend
<768>,768,מיטב השתלמות כהלכה,קרנות השתלמות,מיטב גמל ופנסיה בע"מ,הלכתי,הלכה יהודית,408.27,0.71,8.51,8.74,26.42,2.03,2.18,356223.17,0.8725,0,0,0,0,0,0,0,0,0,0,47351.22,0.116,0,0,4698.06,0.0115,404622.99,0.9911,3649.46,0.0089,341845.67,0.8373,66426.77,0.1627,185125.81,0.4534,165028.68,0.4042,77093.47,0.1888,25/12/2001,maslulend
<769>,769,מיטב פיצויים שוהם כהלכה,מרכזית לפיצויים,מיטב גמל ופנסיה בע"מ,הלכתי,הלכה יהודית,4.03,0.71,8.72,10.16,27.19,2.12,2.36,1891.28,0.469,1138.78,0.2824,8.12,0.002,257.09,0.0638,0,0,0,0,675.51,0.1675,0,0,61.73,0.0153,3988.2,0.989,44.32,0.011,3362.85,0.8339,669.67,0.1661,1621.77,0.4024,1226.36,0.3043,715.92,0.1776,25/12/2001,maslulend
<801>,801,הפניקס מרכזית לפיצויים שקלי,מרכזית לפיצויים,הפניקס פנסיה וגמל בע"מ ,שיקלי,שקלי,15.73,0.47,3.03,-4.29,-1.71,1,0.98,12239.71,0.778,3305.18,0.2101,0,0,0,0,0,0,0,0,62.49,0.004,0,0,125.82,0.008,15607.38,0.992,125.82,0.008,15733.2,1,0,0,0,0,0,0,0,0,26/11/2002,maslulend
<804>,804,הפניקס מרכזית לפיצויים מחקה מדדי מניות,מרכזית לפיצויים,הפניקס פנסיה וגמל בע"מ ,מדד,מניות,6.56,0.69,17.75,22.91,63.02,3.36,3.97,6.34,0.001,0,0,0,0,1714.31,0.2612,0,0,0,0,4897.06,0.7461,0,0,-54.54,-0.0083,6497.85,0.99,65.34,0.01,4897.99,0.7463,1665.19,0.2537,6378.77,0.9724,5343.3,0.8145,2096.85,0.3196,26/11/2002,maslulend
<806>,806,הפניקס מרכזית לפיצויים צמוד מדד,מרכזית לפיצויים,הפניקס פנסיה וגמל בע"מ ,מדד,מדד,20.91,0.53,1.65,-0.02,5.76,1.24,1.27,16483.98,0.7882,67.44,0.0032,195.27,0.0093,58.57,0.0028,0,0,2377.13,0.1137,562.87,0.0269,0.01,0,1169.02,0.0559,17148.26,0.8199,3766.02,0.1801,18666.33,0.8925,2247.95,0.1075,59.76,0.0029,1957.84,0.0936,2222.18,0.1063,26/11/2002,maslulend
<813>,813,אנליסט גמל אשראי ואג"ח,תגמולים ואישית לפיצויים,אנליסט קופות גמל בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,165.83,0.55,4.19,1.5,7.69,0.9,1.35,77930.95,0.4699,73002.02,0.4402,1431.74,0.0086,0,0,0,0,42.28,0.0003,11659.61,0.0703,0,0,1766.65,0.0107,163643.16,0.9868,2190.09,0.0132,152982.46,0.9225,12850.79,0.0775,34.72,0.0002,11985.46,0.0723,12073.23,0.0728,22/12/2002,maslulend
<814>,814,אנליסט גמל מניות,תגמולים ואישית לפיצויים,אנליסט קופות גמל בע"מ,מתמחים בניהול אקטיבי,מניות,3502.4,0.6,17.94,22.07,82.41,3.85,4.44,1232291.55,0.3518,0,0,20.03,0,1604262.63,0.458,-7146.75,-0.002,0,0,643715.45,0.1838,0,0,29255.27,0.0084,3498809.45,0.999,3588.72,0.001,2178186.33,0.6219,1324211.85,0.3781,3416268.66,0.9754,2821873.43,0.8057,1210348.96,0.3456,22/12/2002,maslulend
<815>,815,אנליסט גמל כספי (שקלי),תגמולים ואישית לפיצויים,אנליסט קופות גמל בע"מ,מתמחים בניהול אקטיבי,כספי (שקלי),74.68,0.57,4.51,7.35,7.62,0.21,0.19,63008.1,0.8437,4941.82,0.0662,0,0,0,0,0,0,0,0,6408.1,0.0858,0,0,325.59,0.0044,74693.55,1.0001,-9.95,-0.0001,74683.6,1,0,0,0,0,38.87,0.0005,0,0,22/12/2002,maslulend
<817>,817,אנליסט גמל מניות סחיר,תגמולים ואישית לפיצויים,אנליסט קופות גמל בע"מ,מתמחים באפיקי השקעה סחירים,מניות סחיר,1415.13,0.56,19.46,36.27,107.16,3.56,3.9,590770.47,0.4175,0,0,0,0,706762.68,0.4994,-842.95,-0.0006,0,0,110620.66,0.0782,0,0,7823.39,0.0055,1416043.35,1.0006,-909.09,-0.0006,183800.15,0.1299,1231334.11,0.8701,1397607.87,0.9876,1908467.46,1.3486,1271462.84,0.8985,22/12/2002,maslulend
<818>,818,אנליסט גמל  משולב סחיר,תגמולים ואישית לפיצויים,אנליסט קופות גמל בע"מ,מתמחים באפיקי השקעה סחירים,משולב סחיר,1289.72,0.56,10.3,24.06,45.58,1.86,1.8,486970.16,0.3776,239189.39,0.1855,0,0,327537.91,0.254,0,0,0,0,231716.41,0.1797,0,0,4304.09,0.0033,1289933.42,1.0002,-215.46,-0.0002,71027.36,0.0551,1218690.59,0.9449,564374.85,0.4376,1290241.65,1.0004,1218691.22,0.9449,22/12/2002,maslulend
<827>,827,מבטחים מרכזית לפיצויים,מרכזית לפיצויים,מנורה מבטחים פנסיה וגמל בע"מ,כללי,כללי,81.59,0.84,7.01,4.77,18.24,1.72,2,27543.62,0.3376,22303.74,0.2734,162.97,0.002,18672.14,0.2288,0,0,3437.32,0.0421,3712.78,0.0455,4334.01,0.0531,1424.98,0.0175,77589.91,0.951,4001.66,0.049,55623.4,0.6817,25968.17,0.3183,24914.78,0.3054,29458.59,0.3611,13884.24,0.1702,04/09/2003,maslulend
<828>,828,מנורה השתלמות כללי,קרנות השתלמות,מנורה מבטחים פנסיה וגמל בע"מ,כללי,כללי,10503.46,0.62,8.03,10.93,30.08,1.76,2.26,1297503.8,0.1235,1455756.49,0.1386,48864.7,0.0047,3862304.28,0.3677,48017.06,0.0046,1182377,0.1126,496642.16,0.0473,317372.19,0.0302,1794625.88,0.1709,7295765.14,0.6946,3207698.42,0.3054,5487541.16,0.5225,5015922.4,0.4775,4911059.16,0.4676,5154745.31,0.4908,2709393.16,0.258,04/09/2003,maslulend
<857>,857,הראל דקל,תגמולים ואישית לפיצויים,הראל פנסיה וגמל בע"מ,כללי,כללי,62.16,0.42,8.7,9.18,27.24,1.94,2.17,15987.56,0.2572,9309.12,0.1498,486.78,0.0078,19013.06,0.3059,67.57,0.0011,9440.25,0.1519,4815.71,0.0775,2252.57,0.0362,785.3,0.0126,51481.86,0.8282,10676.05,0.1718,43950.23,0.7071,18207.67,0.2929,28965.57,0.466,28692.83,0.4616,15339.35,0.2468,14/09/2003,maslulend
<858>,858,מגדל לתגמולים ולפיצויים כספי (שקלי),תגמולים ואישית לפיצויים,מגדל מקפת קרנות פנסיה וקופות גמל בע"מ,מתמחים בניהול אקטיבי,כספי (שקלי),77.61,0.55,4.36,6.58,6.81,0.23,0.19,67981.37,0.8759,7085.69,0.0913,0,0,0,0,0,0,0,0,2575.8,0.0332,0,0,-32.89,-0.0004,77642.86,1.0004,-32.89,-0.0004,77609.98,1,0,0,0,0,0,0,0,0,16/09/2003,maslulend
<859>,859,מגדל לתגמולים ולפיצויים אג"ח ממשלות,תגמולים ואישית לפיצויים,מגדל מקפת קרנות פנסיה וקופות גמל בע"מ,מתמחים בניהול אקטיבי,אג"ח ממשלות,69.82,0.54,1.24,-5.33,-2.6,1.17,1.13,53582.17,0.7674,13980.58,0.2002,0,0,0,0,0,0,0,0,2247.39,0.0322,0,0,10.82,0.0002,69810.14,0.9998,10.82,0.0002,64518.63,0.9241,5302.33,0.0759,0,0,5274.56,0.0755,5306.56,0.076,16/09/2003,maslulend
<863>,863,מגדל לתגמולים ולפיצויים מניות,תגמולים ואישית לפיצויים,מגדל מקפת קרנות פנסיה וקופות גמל בע"מ,מתמחים בניהול אקטיבי,מניות,401.18,0.47,15.99,16.8,61.64,3.47,3.98,35626.06,0.0888,153.64,0.0004,0,0,256754.13,0.64,0,0,0,0,100435.15,0.2504,2753.73,0.0069,5453.05,0.0136,396756.91,0.989,4418.84,0.011,215598.44,0.5374,185577.31,0.4626,398890.1,0.9943,265489.85,0.6618,124106.15,0.3094,16/09/2003,maslulend
<864>,864,מגדל השתלמות כספי (שקלי),קרנות השתלמות,מגדל מקפת קרנות פנסיה וקופות גמל בע"מ,מתמחים בניהול אקטיבי,כספי (שקלי),200.28,0.53,4.33,6.54,6.8,0.23,0.19,175448.64,0.876,18082.9,0.0903,0,0,0,0,0,0,0,0,6778.29,0.0338,0,0,-30.77,-0.0002,200309.83,1.0002,-30.77,-0.0002,200279.06,1,0,0,0,0,0,0,0,0,16/09/2003,maslulend
