
<1374>,1374,מנורה מרכזית לפיצויים ללא מניות,מרכזית לפיצויים,מנורה מבטחים פנסיה וגמל בע"מ,כללי,ללא מניות,30.68,0.49,0,-5.91,-3.18,1.27,1.18,29746.69,0.9694,314.64,0.0103,348.55,0.0114,0,0,0,0,0,0,193.66,0.0063,41.27,0.0013,39.55,0.0013,30308.68,0.9878,375.69,0.0122,30376.91,0.99,307.46,0.01,0,0,49.35,0.0016,127.01,0.0041,10/01/2008,maslulend
<1375>,1375,אלטשולר שחם גמל מניות,תגמולים ואישית לפיצויים,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,מניות,2866.29,0.64,17.53,10.75,45.32,3.81,4.21,1058909.65,0.3694,1449.22,0.0005,0,0,932873.63,0.3255,0,0,17450.73,0.0061,602262.92,0.2101,143999.84,0.0502,109343.3,0.0381,2681495.94,0.9355,184793.35,0.0645,1889456.81,0.6592,976832.48,0.3408,2778370.23,0.9693,2756311.42,0.9616,1152822.92,0.4022,22/10/2008,maslulend
<1376>,1376,אלטשולר שחם גמל אשראי ואג"ח,תגמולים ואישית לפיצויים,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,804.3,0.64,4.67,5.76,15.54,0.66,0.98,549197.75,0.6828,69999.76,0.087,11226.75,0.014,2612.58,0.0032,348.91,0.0004,59377.88,0.0738,67654.2,0.0841,0,0,43881.21,0.0546,686776.86,0.8539,117522.17,0.1461,725439.77,0.902,78859.25,0.098,0,0,126629.07,0.1574,70489.07,0.0876,22/10/2008,maslulend
<1377>,1377,אלטשולר שחם השתלמות מניות,קרנות השתלמות,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,מניות,6166.87,0.71,17.64,11.42,45.41,3.8,4.22,2165225.07,0.3511,3105.4,0.0005,0,0,2021734.52,0.3278,0,0,147092.64,0.0239,1295286.13,0.21,313721.89,0.0509,220705.94,0.0358,5683087.04,0.9216,483784.53,0.0784,4060258,0.6584,2106613.57,0.3416,6048075.71,0.9807,5990046.36,0.9713,2492724.67,0.4042,22/10/2008,maslulend
<1378>,1378,אלטשולר שחם השתלמות אשראי ואג"ח,קרנות השתלמות,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,655.32,0.7,4.59,5.16,14.87,0.73,0.98,406214.03,0.6199,57983.14,0.0885,13080.13,0.02,2045.23,0.0031,360.85,0.0006,95456.92,0.1457,47010.61,0.0717,0,0,33171.06,0.0506,511145.66,0.78,144176.32,0.22,583633.71,0.8906,71688.26,0.1094,0,0,103665.14,0.1582,58249.63,0.0889,22/10/2008,maslulend
<1386>,1386,מיטב גמל אג"ח ממשלות ,תגמולים ואישית לפיצויים,מיטב גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אג"ח ממשלות,83.7,0.45,3.54,3.52,9.33,0.93,0.91,66850.4,0.7987,12909.03,0.1542,1012.22,0.0121,0,0,0,0,0,0,1993.33,0.0238,369.92,0.0044,563.47,0.0067,82597.13,0.9868,1101.23,0.0132,78301.96,0.9355,5396.41,0.0645,0,0,5046.76,0.0603,5305.19,0.0634,30/10/2008,maslulend
<1387>,1387,מיטב השתלמות אג"ח ממשלות ,קרנות השתלמות,מיטב גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אג"ח ממשלות,173.52,0.59,3.69,3.86,9.57,0.91,0.92,133366.66,0.7686,24813.86,0.143,2340.32,0.0135,0,0,0,0,7247.7,0.0418,3647.61,0.021,777.28,0.0045,1322.33,0.0076,163527.13,0.9424,9988.63,0.0576,161747.45,0.9322,11768.31,0.0678,0,0,7163.84,0.0413,10963.86,0.0632,30/10/2008,maslulend
<1394>,1394,אלטשולר שחם גמל כספי (שקלי),תגמולים ואישית לפיצויים,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,כספי (שקלי),394.62,0.59,4.34,8.17,8.35,0.16,0.16,325485.05,0.8248,0,0,8421.6,0.0213,0,0,0,0,0,0,59503.03,0.1508,0,0,1207.52,0.0031,384988.08,0.9756,9629.12,0.0244,394617.2,1,0,0,0,0,0,0,0,0,11/05/2008,maslulend
<1395>,1395,אלטשולר שחם גמל אג"ח ממשלות,תגמולים ואישית לפיצויים,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אג"ח ממשלות,209.93,0.63,3.91,3.43,9.82,0.65,0.69,199851.83,0.952,0,0,0,0,0,0,0,0,5374.12,0.0256,4913.09,0.0234,0,0,-205.71,-0.001,204766.18,0.9754,5167.15,0.0246,208105.94,0.9913,1827.39,0.0087,0,0,15326.01,0.073,8823.88,0.042,11/05/2008,maslulend
<1398>,1398,אלטשולר שחם השתלמות כספי (שקלי),קרנות השתלמות,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,כספי (שקלי),352.92,0.68,4.4,8.15,8.33,0.16,0.16,300588.82,0.8517,0,0,8421.6,0.0239,0,0,0,0,0,0,43143.86,0.1222,0,0,764.09,0.0022,343732.68,0.974,9185.69,0.026,352918.37,1,0,0,0,0,0,0,0,0,11/01/2008,maslulend
<1399>,1399,אלטשולר שחם השתלמות  אג"ח ממשלות,קרנות השתלמות,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אג"ח ממשלות,222.57,0.73,3.96,4.33,10.77,0.68,0.71,199668.37,0.8971,0,0,0,0,0,0,0,0,15930.82,0.0716,7115.84,0.032,0,0,-144.23,-0.0006,206785.47,0.9291,15785.34,0.0709,220911.51,0.9925,1659.3,0.0075,0,0,15611.76,0.0701,8942.24,0.0402,11/01/2008,maslulend
<1409>,1409,מנורה השתלמות מניות סחיר,קרנות השתלמות,מנורה מבטחים פנסיה וגמל בע"מ,מתמחים באפיקי השקעה סחירים,מניות סחיר,622.88,0.47,16.41,24.71,76.37,3.33,3.8,42444.69,0.0681,0,0,0,0,406692.76,0.6529,0,0,0,0,148340.72,0.2382,24219.77,0.0389,1185.37,0.0019,620551.08,0.9963,2332.23,0.0037,169846.09,0.2727,453037.21,0.7273,604995.15,0.9713,629962.47,1.0114,447864.08,0.719,13/11/2008,maslulend
<1412>,1412,אנליסט גמל אג"ח ממשלות,תגמולים ואישית לפיצויים,אנליסט קופות גמל בע"מ,מתמחים בניהול אקטיבי,אג"ח ממשלות,21.54,0.54,2.89,-1.02,1.88,0.81,0.9,17197.24,0.7985,4230.74,0.1964,62.72,0.0029,0,0,0,0,0,0,75.62,0.0035,0,0,-30.26,-0.0014,21503.6,0.9985,32.45,0.0015,20493.66,0.9516,1042.39,0.0484,0,0,1041.94,0.0484,933.66,0.0433,20/11/2008,maslulend
<1417>,1417,אלטשולר שחם פיצויים אשראי ואג"ח,מרכזית לפיצויים,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,14.46,0.81,3.74,2.98,13.16,0.72,1.12,9807.8,0.6783,1336.86,0.0925,575.46,0.0398,205.72,0.0142,30.96,0.0021,130.02,0.009,893.18,0.0618,0,0,1479.18,0.1023,12036.44,0.8324,2422.74,0.1676,12646.83,0.8747,1812.35,0.1253,0,0,2657.72,0.1838,1342.18,0.0928,26/11/2008,maslulend
<1485>,1485,הראל השתלמות אשראי ואג"ח,קרנות השתלמות,הראל פנסיה וגמל בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,326.18,0.6,3.83,0.67,6.62,0.87,0.89,112794.18,0.3458,119878.26,0.3675,1040.75,0.0032,2570.16,0.0079,948.31,0.0029,45839.57,0.1405,16666.76,0.0511,11208.48,0.0344,15232.06,0.0467,261763.58,0.8025,64414.96,0.1975,274357.27,0.8411,51821.27,0.1589,2531.54,0.0078,53657.25,0.1645,29921.73,0.0917,22/12/2009,maslulend
<1523>,1523,הראל השתלמות מסלול הלכה,קרנות השתלמות,הראל פנסיה וגמל בע"מ,הלכתי,הלכה יהודית,448.88,0.74,7.93,8.84,24.75,1.93,2.08,376670.6,0.8391,0,0,0,0,629.64,0.0014,0,0,0,0,63954.74,0.1425,0,0,7622.07,0.017,442888.07,0.9867,5988.97,0.0133,426115.52,0.9493,22761.53,0.0507,206717.81,0.4605,141502.48,0.3152,81282.51,0.1811,17/10/2010,maslulend
<1524>,1524,הראל גמל מסלול הלכה ,תגמולים ואישית לפיצויים,הראל פנסיה וגמל בע"מ,הלכתי,הלכה יהודית,209.43,0.59,7.73,8.56,24.03,1.92,2.07,172097.22,0.8217,0,0,0,0,283.91,0.0014,0,0,0,0,33852.09,0.1616,0,0,3197.24,0.0153,206974.2,0.9883,2456.26,0.0117,197029.59,0.9408,12400.87,0.0592,93704.14,0.4474,66591.98,0.318,37804.87,0.1805,17/10/2010,maslulend
<1528>,1528,מיטב פיצויים שקלי,מרכזית לפיצויים,מיטב גמל ופנסיה בע"מ,שיקלי,שקלי,5.55,0.7,3.71,2.55,5.72,0.96,0.95,4165.01,0.7498,692.96,0.1248,92.09,0.0166,0,0,0,0,273.2,0.0492,286.55,0.0516,27.25,0.0049,17.47,0.0031,5171.86,0.9311,382.67,0.0689,4857.69,0.8745,696.84,0.1255,0,0,477.18,0.086,342.53,0.0617,12/02/2010,maslulend
<1533>,1533,כלל תמר מסלול הלכתי (הוד),תגמולים ואישית לפיצויים,כלל פנסיה וגמל בע"מ,הלכתי,הלכה יהודית,113.22,0.55,8.07,8.9,23.8,1.79,2.12,20652.46,0.1824,36021.23,0.3182,0,0,44802.71,0.3957,219.9,0.0019,1100.34,0.0097,8158.21,0.0721,2283.77,0.0202,-20.78,-0.0002,112013.78,0.9894,1204.06,0.0106,75785.97,0.6694,37431.86,0.3306,50316.88,0.4444,40324.98,0.3562,28001.16,0.2473,30/12/2010,maslulend
<1534>,1534,כלל השתלמות הלכה,קרנות השתלמות,כלל פנסיה וגמל בע"מ,הלכתי,הלכה יהודית,277.15,0.59,8.32,8.86,23.14,1.81,2.13,51290.21,0.1851,94917.51,0.3425,0,0,111232.51,0.4013,439.82,0.0016,488.1,0.0018,16190.74,0.0584,2400.25,0.0087,187.98,0.0007,276262.81,0.9968,884.3,0.0032,184886.04,0.6671,92261.07,0.3329,127483.12,0.46,98708.99,0.3562,69424.73,0.2505,30/12/2010,maslulend
<1535>,1535,אנליסט השתלמות כספי (שקלי),קרנות השתלמות,אנליסט קופות גמל בע"מ,מתמחים בניהול אקטיבי,כספי (שקלי),114.39,0.56,4.49,7.29,7.48,0.21,0.19,98730.55,0.8631,6688.11,0.0585,0,0,0,0,0,0,0,0,8461.3,0.074,0,0,514.33,0.0045,114403.02,1.0001,-8.74,-0.0001,114394.29,1,0,0,0,0,51.25,0.0004,0,0,03/01/2012,maslulend
<1536>,1536,אינפיניטי גמל  מניות,תגמולים ואישית לפיצויים,אינפיניטי השתלמות, גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,מניות,250.65,0.5,19.64,34.29,83.77,2.79,3.39,77741.28,0.3102,0,0,0,0,149979.45,0.5984,0,0,0,0,20989.56,0.0837,0,0,1943.4,0.0078,249871.37,0.9969,782.32,0.0031,160873.36,0.6418,89780.33,0.3582,280006.32,1.1171,293652.83,1.1716,160345.9,0.6397,03/01/2011,maslulend
<1537>,1537,אינפיניטי השתלמות מניות,קרנות השתלמות,אינפיניטי השתלמות, גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,מניות,332.27,0.55,18.48,32.5,82.05,2.75,3.39,87909.96,0.2646,0,0,0,0,215161.03,0.6476,0,0,3027.8,0.0091,24351.05,0.0733,0,0,1816.16,0.0055,329211.8,0.9908,3054.19,0.0092,226188.52,0.6807,106077.47,0.3193,312853.04,0.9416,310966.64,0.9359,219396.63,0.6603,03/06/2011,maslulend
<1689>,1689,מיטב גמל עוקב מדדי מניות ,תגמולים ואישית לפיצויים,מיטב גמל ופנסיה בע"מ,עוקבי מדדים,עוקב מדדי מניות,2152.23,0.46,22.97,42.48,88.47,4.8,4.88,1613263.45,0.7496,50115.22,0.0233,0,0,250450.82,0.1164,0,0,0,0,316543.28,0.1471,0,0,-78139.35,-0.0363,2227904.9,1.0352,-75671.5,-0.0352,1712487.81,0.7957,439745.6,0.2043,2108306.27,0.9796,2088889.53,0.9706,49298.2,0.0229,17/12/2015,maslulend
<1692>,1692,מיטב גמל עוקב מדדי אג"ח ,תגמולים ואישית לפיצויים,מיטב גמל ופנסיה בע"מ,עוקבי מדדים,עוקב מדדי אג"ח,1192.42,0.47,8.5,8.87,21.54,1.86,1.9,393966.2,0.3304,472744.84,0.3965,0,0,262501.34,0.2201,0,0,0,0,50076.28,0.042,0,0,13132.37,0.011,1179288.66,0.989,13132.37,0.011,338097.81,0.2835,854323.22,0.7165,262501.34,0.2201,1192421.02,1,1157064.17,0.9703,17/12/2015,maslulend
<2008>,2008,אלטשולר שחם פיצויים כספי (שקלי),מרכזית לפיצויים,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,כספי (שקלי),29.99,0.6,4.42,7.95,8.12,0.17,0.17,25960.13,0.8657,0,0,0,0,0,0,0,0,0,0,4016.92,0.1339,0,0,11.57,0.0004,29977.05,0.9996,11.57,0.0004,29988.62,1,0,0,0,0,0,0,0,0,10/10/2011,maslulend
<2017>,2017,אלטשולר שחם גמל הלכה,תגמולים ואישית לפיצויים,אלטשולר שחם גמל ופנסיה בע"מ,הלכתי,הלכה יהודית,215.59,0.72,11.87,12.24,29.88,2.24,2.25,176916.11,0.8206,0,0,0,0,368.5,0.0017,0,0,0,0,40043.74,0.1857,0,0,-1739.06,-0.0081,216266.21,1.0031,-676.92,-0.0031,206739.27,0.9589,8850.03,0.0411,108031.52,0.5011,133581.12,0.6196,45243.78,0.2099,13/11/2011,maslulend
<2048>,2048,מגדל השתלמות  הלכה,קרנות השתלמות,מגדל מקפת קרנות פנסיה וקופות גמל בע"מ,הלכתי,הלכה יהודית,330.01,0.64,8.65,8.39,23.46,1.9,2.24,58799.77,0.1782,111647.83,0.3383,0,0,152539.19,0.4622,0,0,0,0,6987.93,0.0212,0,0,33.02,0.0001,329974.71,0.9999,33.02,0.0001,197055.04,0.5971,132952.7,0.4029,152543.89,0.4622,127869.67,0.3875,76071.12,0.2305,29/12/2011,maslulend
<2049>,2049,הפניקס גמל שריעה,תגמולים ואישית לפיצויים,הפניקס פנסיה וגמל בע"מ ,הלכתי,הלכה איסלאמית,43.43,0.59,17.22,25.67,24.18,2.12,1.7,0,0,0,0,0,0,38789.65,0.8931,0,0,0,0,4631.06,0.1066,0,0,9.85,0.0002,43420.71,0.9998,9.85,0.0002,1588.98,0.0366,41841.58,0.9634,39143.88,0.9013,39143.88,0.9013,42188.62,0.9714,01/05/2012,maslulend
<2058>,2058,הפניקס השתלמות שריעה,קרנות השתלמות,הפניקס פנסיה וגמל בע"מ ,הלכתי,הלכה איסלאמית,65.49,0.76,17.55,29.42,27.61,2.18,1.75,0,0,0,0,0,0,58431.02,0.8923,0,0,0,0,7053.25,0.1077,0,0,1.39,0,65484.27,1,1.39,0,2839.53,0.0434,62646.12,0.9566,58964.54,0.9004,58964.54,0.9004,63169.73,0.9646,03/06/2012,maslulend
<2254>,2254,אינפיניטי השתלמות משולב סחיר,קרנות השתלמות,אינפיניטי השתלמות, גמל ופנסיה בע"מ,מתמחים באפיקי השקעה סחירים,משולב סחיר,8.26,0.74,13.9,20.48,44.23,2.24,2.72,0,0,106.75,0.0129,72.18,0.0087,7462.07,0.9038,0,0,178.02,0.0216,424.16,0.0514,0,0,13.53,0.0016,7992.98,0.9681,263.73,0.0319,7709.57,0.9337,547.14,0.0663,7462.07,0.9034,226.89,0.0275,583.86,0.0707,05/05/2013,maslulend
<7215>,7215,מיטב גמל לבני 50 ומטה,תגמולים ואישית לפיצויים,מיטב גמל ופנסיה בע"מ,מדרגות,עד 50,2854.14,0.52,10.99,13.37,41.84,2.16,2.49,469976.65,0.1647,503354.4,0.1764,43294.51,0.0152,1117122.74,0.3914,0,0,100266.37,0.0351,144660.92,0.0507,111563.92,0.0391,363904.41,0.1275,2335401.5,0.8182,518742.42,0.1818,1549555.94,0.5429,1304587.98,0.4571,1503404.08,0.5267,1491560.94,0.5226,774441.6,0.2713,17/12/2015,maslulend
<7231>,7231,אינפיניטי גמל מסלול לבני 50 ומטה,תגמולים ואישית לפיצויים,אינפיניטי השתלמות, גמל ופנסיה בע"מ,מדרגות,עד 50,44.1,0.76,11.35,16.03,38.52,2.34,2.74,8671,0.1966,8838.77,0.2004,38.51,0.0009,23973.87,0.5436,0,0,100.66,0.0023,2473.57,0.0561,0,0,5.76,0.0001,43957.2,0.9967,144.93,0.0033,41572.24,0.9426,2529.9,0.0574,23973.87,0.5436,16863.94,0.3824,9971.78,0.2261,16/12/2015,maslulend
<7232>,7232,אינפיניטי גמל מסלול לבני 50 עד 60,תגמולים ואישית לפיצויים,אינפיניטי השתלמות, גמל ופנסיה בע"מ,מדרגות,50-60,204.67,0.6,11.14,18.17,38.36,2.14,2.42,52296.42,0.2555,34347.17,0.1678,301.36,0.0015,94370.32,0.4611,0,0,3401.87,0.0166,19862.81,0.097,0,0,94.84,0.0005,200876.71,0.9814,3798.07,0.0186,193365.7,0.9447,11309.09,0.0553,94370.32,0.4611,74741.07,0.3652,43126.33,0.2107,16/12/2015,maslulend
<7233>,7233,אינפיניטי גמל מסלול לבני 60 ומעלה,תגמולים ואישית לפיצויים,אינפיניטי השתלמות, גמל ופנסיה בע"מ,מדרגות,60 ומעלה,84.7,0.58,8.69,10.8,22.26,1.64,1.81,26033.17,0.3073,23292.8,0.275,186.01,0.0022,27434.33,0.3239,0,0,0,0,7702.07,0.0909,0,0,53.68,0.0006,84462.38,0.9972,239.68,0.0028,82063.42,0.9688,2638.63,0.0312,27434.33,0.3239,19666.13,0.2322,12478.25,0.1473,16/12/2015,maslulend
<7256>,7256,מגדל השתלמות עוקב מדדים - גמיש,קרנות השתלמות,מגדל מקפת קרנות פנסיה וקופות גמל בע"מ,עוקבי מדדים,עוקב מדדים - גמיש,615.57,0.5,7.31,7.16,22.59,1.92,2.23,0,0,294366.73,0.4782,0,0,297020.46,0.4825,0,0,0,0,24069.51,0.0391,0,0,112.95,0.0002,615456.7,0.9998,112.95,0.0002,18150.25,0.0295,597419.4,0.9705,297211.48,0.4828,591578.19,0.961,607558.22,0.987,12/01/2015,maslulend
<7798>,7798,אלטשולר שחם חיסכון פלוס כללי,קופת גמל להשקעה,אלטשולר שחם גמל ופנסיה בע"מ,כללי,כללי,4780.2,0.67,10.93,7.53,26.62,2.18,2.3,2010700.9,0.4206,174272.92,0.0365,27888.98,0.0058,824551.25,0.1725,0,0,272386.24,0.057,702353.16,0.1469,126152,0.0264,641894.18,0.1343,3774670.19,0.7896,1005529.44,0.2104,3308970.32,0.6922,1471229.3,0.3078,2426081.76,0.5075,2575980.4,0.5389,1137157.07,0.2379,11/10/2016,maslulend
<7799>,7799,אלטשולר שחם חיסכון פלוס מניות ,קופת גמל להשקעה,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,מניות,3789.79,0.62,17.74,11.52,45.23,3.83,4.26,1411898.55,0.3726,1848.75,0.0005,0,0,1244899.39,0.3285,0,0,44098.92,0.0116,790566.52,0.2086,194528.98,0.0513,101946.69,0.0269,3579964.9,0.9446,209822.9,0.0554,2508587.4,0.6619,1281200.4,0.3381,3743732.64,0.9878,3711213.32,0.9793,1533156.79,0.4045,11/10/2016,maslulend
<7800>,7800,אלטשולר שחם חיסכון פלוס אשראי ואג"ח עם מניות (עד 25% במניות),קופת גמל להשקעה,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,790.07,0.67,6.47,6.01,18.52,1.1,1.39,434569.63,0.55,53016.8,0.0671,9801.89,0.0124,59443.91,0.0752,0,0,70045.44,0.0887,57278.36,0.0725,8998.41,0.0114,96918.76,0.1227,607876.15,0.7694,182197.05,0.2306,596857.44,0.7554,193215.76,0.2446,171889.99,0.2176,229194.47,0.2901,115602.82,0.1463,11/10/2016,maslulend
<7801>,7801,אלטשולר שחם חיסכון פלוס אשראי ואג"ח,קופת גמל להשקעה,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,154.96,0.65,4.48,3.77,12.95,0.8,0.97,99514.33,0.6422,13992.86,0.0903,2637.49,0.017,349.88,0.0023,0,0,17957.27,0.1159,12972.08,0.0837,0,0,7535.52,0.0486,126464.29,0.8161,28495.14,0.1839,132880.41,0.8575,22079.02,0.1425,0,0,22125.92,0.1428,14194.61,0.0916,11/10/2016,maslulend
<7802>,7802,אלטשולר שחם חיסכון פלוס כספי (שקלי),קופת גמל להשקעה,אלטשולר שחם גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,כספי (שקלי),75.33,0.65,4.43,7.98,8.14,0.17,0.17,66170.74,0.8784,0,0,0,0,0,0,0,0,0,0,9155.51,0.1215,0,0,8.01,0.0001,75326.25,0.9999,8.01,0.0001,75334.26,1,0,0,0,0,0,0,0,0,11/10/2016,maslulend
<7834>,7834,אנליסט קופת גמל להשקעה כללי ,קופת גמל להשקעה,אנליסט קופות גמל בע"מ,כללי,כללי,2086.36,0.64,9.8,14.16,37.23,1.98,2.23,729679.35,0.3497,455763.41,0.2184,5586.24,0.0027,581061,0.2785,-1759.2,-0.0008,34148.93,0.0164,266190.77,0.1276,0,0,15692.62,0.0075,2036709.83,0.9762,49653.29,0.0238,1534984.82,0.7357,551378.31,0.2643,969800.66,0.4648,889151.27,0.4262,540311.21,0.259,11/10/2016,maslulend
<7836>,7836,אנליסט קופת גמל להשקעה מניות ,קופת גמל להשקעה,אנליסט קופות גמל בע"מ,מתמחים בניהול אקטיבי,מניות,3208.22,0.65,17.82,21.94,79.98,3.86,4.46,1040351.18,0.3243,0,0,0,0,1609191.86,0.5016,-5387.55,-0.0017,0,0,540987.08,0.1686,0,0,23074.05,0.0072,3205980.51,0.9993,2236.1,0.0007,1926328.65,0.6004,1281887.97,0.3996,3174197.28,0.9894,2527227.22,0.7877,1138671.89,0.3549,11/10/2016,maslulend
<7837>,7837,אנליסט קופת גמל להשקעה אשראי ואג"ח ,קופת גמל להשקעה,אנליסט קופות גמל בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,41.05,0.65,4.14,1.27,6,0.91,1.2,20021.42,0.4877,19864.23,0.4839,101.76,0.0025,0,0,0,0,0,0,933.43,0.0227,0,0,130.76,0.0032,40957.19,0.9977,94.42,0.0023,40520.52,0.9871,531.09,0.0129,0,0,1068.64,0.026,1146.97,0.0279,11/10/2016,maslulend
<7839>,7839,אנליסט קופת גמל להשקעה כספי (שקלי),קופת גמל להשקעה,אנליסט קופות גמל בע"מ,מתמחים בניהול אקטיבי,כספי (שקלי),42.8,0.59,4.52,7.43,7.72,0.21,0.18,38508.09,0.8997,2147.89,0.0502,0,0,0,0,0,0,0,0,2014.87,0.0471,0,0,130.84,0.0031,42839.13,1.0009,-37.43,-0.0009,42801.69,1,0,0,0,0,15.45,0.0004,0,0,11/10/2016,maslulend
<7842>,7842,אנליסט קופת גמל להשקעה משולב סחיר,קופת גמל להשקעה,אנליסט קופות גמל בע"מ,מתמחים באפיקי השקעה סחירים,משולב סחיר,388.11,0.63,10.33,23.26,44.02,1.88,1.73,146457.38,0.3774,77284,0.1991,0,0,109772.87,0.2828,0,0,0,0,53555.02,0.138,0,0,1037.59,0.0027,388211.02,1.0003,-104.15,-0.0003,20300.04,0.0523,367806.83,0.9477,172360.81,0.4441,396025.43,1.0204,368310.83,0.949,11/10/2016,maslulend
<7843>,7843,אנליסט קופת גמל להשקעה עוקב מדדים - גמיש,קופת גמל להשקעה,אנליסט קופות גמל בע"מ,עוקבי מדדים,עוקב מדדים - גמיש,25.23,0.66,10.23,12.68,30.84,1.97,2.11,0,0,0,0,0,0,24891.04,0.9865,0,0,0,0,345.18,0.0137,0,0,-5.11,-0.0002,25236.22,1.0002,-5.11,-0.0002,25230.77,1,0.34,0,24891.04,0.9866,0,0,0.34,0,11/10/2016,maslulend
<7860>,7860,מיטב גמל להשקעה מניות ,קופת גמל להשקעה,מיטב גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,מניות,547.14,0.54,16.33,16.83,59.45,3.66,4.37,61579.12,0.1125,231.31,0.0004,0,0,391306.13,0.7152,0,0,23947.46,0.0438,31876.01,0.0583,15032.12,0.0275,23169.31,0.0423,497514.24,0.9093,49627.22,0.0907,202003.1,0.3692,345138.36,0.6308,535286.27,0.9783,436942.47,0.7986,182429.86,0.3334,11/10/2016,maslulend
<7861>,7861,מיטב גמל להשקעה כספי (שקלי) ,קופת גמל להשקעה,מיטב גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,כספי (שקלי),41.09,0.52,4.47,6.73,7.41,0.21,0.19,36847.84,0.8968,481.95,0.0117,0,0,0,0,0,0,0,0,519.41,0.0126,0,0,3237.39,0.0788,41043.9,0.999,42.68,0.001,41086.58,1,0,0,0,0,0.13,0,0.02,0,11/10/2016,maslulend
<7862>,7862,מיטב גמל להשקעה אשראי ואג"ח ,קופת גמל להשקעה,מיטב גמל ופנסיה בע"מ,מתמחים בניהול אקטיבי,אשראי ואג"ח,129.49,0.57,4.86,4.89,12.57,0.88,0.93,56533.4,0.4366,39339.93,0.3038,2027.14,0.0157,3475.22,0.0268,0,0,9588.86,0.0741,7739.49,0.0598,4513.15,0.0349,6271.3,0.0484,112642,0.8699,16846.5,0.1301,101546,0.7842,27942.49,0.2158,3475.22,0.0268,22453.83,0.1734,15922.32,0.123,11/10/2016,maslulend
<7863>,7863,מיטב גמל להשקעה הלכה,קופת גמל להשקעה,מיטב גמל ופנסיה בע"מ,הלכתי,הלכה יהודית,51.89,0.66,8.1,9.87,26.49,1.9,2.09,46478.31,0.8956,0,0,0,0,80.68,0.0016,0,0,0,0,4917.22,0.0948,0,0,418,0.0081,51614.74,0.9946,279.46,0.0054,42324.48,0.8156,9569.73,0.1844,23138.85,0.4459,21617.52,0.4166,9386.24,0.1809,11/10/2016,maslulend
<7867>,7867,מיטב גמל להשקעה עוקב מדדי מניות,קופת גמל להשקעה,מיטב גמל ופנסיה בע"מ,עוקבי מדדים,עוקב מדדי מניות,626.26,0.52,22.99,42.73,91.11,4.81,4.87,471155.26,0.7523,14636.2,0.0234,0,0,73144.42,0.1168,0,0,0,0,90304.49,0.1442,0,0,-22984.18,-0.0367,648519.63,1.0356,-22263.44,-0.0356,497820.69,0.7949,128435.5,0.2051,615733.03,0.9832,610062.35,0.9741,14404.93,0.023,11/10/2016,maslulend
<7905>,7905,הפניקס גמל להשקעה אשראי ואג"ח,קופת גמל להשקעה,הפניקס פנסיה וגמל בע"מ ,מתמחים בניהול אקטיבי,אשראי ואג"ח,86.33,0.66,4.41,3.23,14.78,1.02,1.06,22469.71,0.2603,41588.55,0.4817,1827.2,0.0212,-31.45,-0.0004,0,0,7043.07,0.0816,9269.66,0.1074,1407.93,0.0163,2757.06,0.0319,74760.11,0.866,11571.63,0.134,70750.02,0.8195,15581.72,0.1805,75.53,0.0009,13877.17,0.1607,11570.64,0.134,11/10/2016,maslulend
